breed1	score1	breed2	score2	breed3	score3	timestamp	filename	path
"Doberman, Doberman pinscher"	0.613	miniature pinscher	0.344	Rottweiler	0.012	9931.262358	miniature_pinscher_83.jpg	images/miniature_pinscher_83.jpg
miniature pinscher	0.761	kelpie	0.135	toy terrier	0.072	9934.574554	miniature_pinscher_84.jpg	images/miniature_pinscher_84.jpg
Rhodesian ridgeback	0.729	Italian greyhound	0.096	basenji	0.069	9937.904752	miniature_pinscher_85.jpg	images/miniature_pinscher_85.jpg
Rhodesian ridgeback	0.166	"dingo, warrigal, warragal, Canis dingo"	0.103	malinois	0.1	9941.221966	miniature_pinscher_86.jpg	images/miniature_pinscher_86.jpg
malinois	0.223	Italian greyhound	0.209	"Ibizan hound, Ibizan Podenco"	0.105	9944.559245	miniature_pinscher_87.jpg	images/miniature_pinscher_87.jpg
miniature pinscher	0.646	Chihuahua	0.071	"Doberman, Doberman pinscher"	0.064	9947.840745	miniature_pinscher_88.jpg	images/miniature_pinscher_88.jpg
miniature pinscher	0.96	Chihuahua	0.033	toy terrier	0.004	9951.18079	miniature_pinscher_89.jpg	images/miniature_pinscher_89.jpg
Chihuahua	0.613	toy terrier	0.123	Brittany spaniel	0.039	9954.472819	miniature_pinscher_9.jpg	images/miniature_pinscher_9.jpg
miniature pinscher	0.801	basenji	0.14	Italian greyhound	0.026	9957.777482	miniature_pinscher_90.jpg	images/miniature_pinscher_90.jpg
miniature pinscher	0.859	toy terrier	0.078	Chihuahua	0.056	9961.078428	miniature_pinscher_91.jpg	images/miniature_pinscher_91.jpg
miniature pinscher	0.838	toy terrier	0.078	"Doberman, Doberman pinscher"	0.035	9964.389097	miniature_pinscher_92.jpg	images/miniature_pinscher_92.jpg
miniature pinscher	0.4	Italian greyhound	0.324	toy terrier	0.12	9967.69323	miniature_pinscher_93.jpg	images/miniature_pinscher_93.jpg
Italian greyhound	0.543	"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"	0.098	whippet	0.068	9970.974731	miniature_pinscher_94.jpg	images/miniature_pinscher_94.jpg
miniature pinscher	0.87	Italian greyhound	0.086	basenji	0.018	9974.318023	miniature_pinscher_95.jpg	images/miniature_pinscher_95.jpg
miniature pinscher	0.675	Rhodesian ridgeback	0.061	"Ibizan hound, Ibizan Podenco"	0.06	9977.646753	miniature_pinscher_96.jpg	images/miniature_pinscher_96.jpg
miniature pinscher	0.988	Italian greyhound	0.01	Irish terrier	0.001	9980.971454	miniature_pinscher_97.jpg	images/miniature_pinscher_97.jpg
miniature pinscher	0.418	malinois	0.197	"Doberman, Doberman pinscher"	0.07	9984.301503	miniature_pinscher_98.jpg	images/miniature_pinscher_98.jpg
miniature pinscher	0.845	basenji	0.075	toy terrier	0.039	9987.604149	miniature_pinscher_99.jpg	images/miniature_pinscher_99.jpg
"Newfoundland, Newfoundland dog"	0.989	standard poodle	0.003	Tibetan mastiff	0.002	9991.100379	newfoundland_1.jpg	images/newfoundland_1.jpg
flat-coated retriever	0.777	"Newfoundland, Newfoundland dog"	0.098	curly-coated retriever	0.073	9994.403782	newfoundland_10.jpg	images/newfoundland_10.jpg
flat-coated retriever	0.643	"Newfoundland, Newfoundland dog"	0.344	giant schnauzer	0.004	9997.751643	newfoundland_100.jpg	images/newfoundland_100.jpg
"Newfoundland, Newfoundland dog"	0.987	Tibetan mastiff	0.01	"Afghan hound, Afghan"	0.001	10001.03265	newfoundland_101.jpg	images/newfoundland_101.jpg
"Newfoundland, Newfoundland dog"	0.94	Tibetan mastiff	0.039	Sussex spaniel	0.011	10004.33255	newfoundland_102.jpg	images/newfoundland_102.jpg
"Newfoundland, Newfoundland dog"	0.852	Tibetan mastiff	0.146	Leonberg	0.001	10007.66224	newfoundland_103.jpg	images/newfoundland_103.jpg
"Newfoundland, Newfoundland dog"	0.769	Tibetan mastiff	0.05	briard	0.034	10010.97479	newfoundland_104.jpg	images/newfoundland_104.jpg
"Newfoundland, Newfoundland dog"	0.77	Tibetan mastiff	0.123	Leonberg	0.077	10014.25614	newfoundland_105.jpg	images/newfoundland_105.jpg
"Newfoundland, Newfoundland dog"	0.874	Tibetan mastiff	0.086	"chow, chow chow"	0.022	10017.60997	newfoundland_106.jpg	images/newfoundland_106.jpg
"Newfoundland, Newfoundland dog"	0.885	Tibetan mastiff	0.048	Sussex spaniel	0.031	10020.91274	newfoundland_107.jpg	images/newfoundland_107.jpg
Sussex spaniel	0.451	"Newfoundland, Newfoundland dog"	0.122	"Irish setter, red setter"	0.112	10024.19738	newfoundland_108.jpg	images/newfoundland_108.jpg
"Newfoundland, Newfoundland dog"	0.577	Tibetan mastiff	0.418	"chow, chow chow"	0.002	10027.49887	newfoundland_109.jpg	images/newfoundland_109.jpg
"Scotch terrier, Scottish terrier, Scottie"	0.345	"doormat, welcome mat"	0.047	"chow, chow chow"	0.046	10030.80318	newfoundland_11.jpg	images/newfoundland_11.jpg
"Newfoundland, Newfoundland dog"	0.988	Tibetan mastiff	0.01	"chow, chow chow"	0.001	10034.10273	newfoundland_110.jpg	images/newfoundland_110.jpg
Tibetan mastiff	0.459	"Newfoundland, Newfoundland dog"	0.428	"Tibetan terrier, chrysanthemum dog"	0.096	10037.38527	newfoundland_111.jpg	images/newfoundland_111.jpg
"Newfoundland, Newfoundland dog"	0.994	Tibetan mastiff	0.004	Leonberg	0.001	10040.66349	newfoundland_112.jpg	images/newfoundland_112.jpg
"Newfoundland, Newfoundland dog"	0.985	flat-coated retriever	0.007	Tibetan mastiff	0.003	10043.94326	newfoundland_113.jpg	images/newfoundland_113.jpg
"Newfoundland, Newfoundland dog"	0.992	Tibetan mastiff	0.006	flat-coated retriever	0.002	10047.24004	newfoundland_114.jpg	images/newfoundland_114.jpg
"Newfoundland, Newfoundland dog"	0.355	Tibetan mastiff	0.221	Bernese mountain dog	0.149	10050.56719	newfoundland_115.jpg	images/newfoundland_115.jpg
"Newfoundland, Newfoundland dog"	0.945	flat-coated retriever	0.03	giant schnauzer	0.01	10053.84413	newfoundland_116.jpg	images/newfoundland_116.jpg
"Newfoundland, Newfoundland dog"	0.978	Tibetan mastiff	0.021	"chow, chow chow"	0.001	10057.18463	newfoundland_117.jpg	images/newfoundland_117.jpg
"cocker spaniel, English cocker spaniel, cocker"	0.906	Sussex spaniel	0.032	"English springer, English springer spaniel"	0.017	10060.71545	newfoundland_118.jpg	images/newfoundland_118.jpg
"Newfoundland, Newfoundland dog"	0.883	Tibetan mastiff	0.053	"Saint Bernard, St Bernard"	0.038	10063.99377	newfoundland_119.jpg	images/newfoundland_119.jpg
Sussex spaniel	0.815	"Newfoundland, Newfoundland dog"	0.126	Tibetan mastiff	0.017	10067.31319	newfoundland_12.jpg	images/newfoundland_12.jpg
"Newfoundland, Newfoundland dog"	0.643	Tibetan mastiff	0.286	Leonberg	0.051	10070.65021	newfoundland_120.jpg	images/newfoundland_120.jpg
"Newfoundland, Newfoundland dog"	0.968	Tibetan mastiff	0.024	"chow, chow chow"	0.008	10073.93012	newfoundland_121.jpg	images/newfoundland_121.jpg
"Newfoundland, Newfoundland dog"	0.999	Tibetan mastiff	0.001	dumbbell	0	10077.21519	newfoundland_122.jpg	images/newfoundland_122.jpg
"Newfoundland, Newfoundland dog"	0.961	Tibetan mastiff	0.038	flat-coated retriever	0	10080.50606	newfoundland_123.jpg	images/newfoundland_123.jpg
"Newfoundland, Newfoundland dog"	0.821	Tibetan mastiff	0.154	Leonberg	0.02	10083.79305	newfoundland_124.jpg	images/newfoundland_124.jpg
Tibetan mastiff	0.529	"Newfoundland, Newfoundland dog"	0.449	Leonberg	0.02	10087.0718	newfoundland_125.jpg	images/newfoundland_125.jpg
"Newfoundland, Newfoundland dog"	0.696	Tibetan mastiff	0.303	"Tibetan terrier, chrysanthemum dog"	0	10090.37622	newfoundland_126.jpg	images/newfoundland_126.jpg
"Newfoundland, Newfoundland dog"	0.898	Leonberg	0.078	Tibetan mastiff	0.013	10093.65574	newfoundland_127.jpg	images/newfoundland_127.jpg
Tibetan mastiff	0.582	"Newfoundland, Newfoundland dog"	0.412	"Tibetan terrier, chrysanthemum dog"	0.005	10096.96891	newfoundland_128.jpg	images/newfoundland_128.jpg
"Newfoundland, Newfoundland dog"	0.998	Tibetan mastiff	0.002	"chow, chow chow"	0.00E+00	10100.26408	newfoundland_129.jpg	images/newfoundland_129.jpg
"Newfoundland, Newfoundland dog"	0.799	Tibetan mastiff	0.155	flat-coated retriever	0.045	10103.60519	newfoundland_13.jpg	images/newfoundland_13.jpg
flat-coated retriever	0.566	"Newfoundland, Newfoundland dog"	0.343	"Irish setter, red setter"	0.027	10106.89743	newfoundland_130.jpg	images/newfoundland_130.jpg
"Newfoundland, Newfoundland dog"	0.919	Tibetan mastiff	0.075	"chow, chow chow"	0.004	10110.21787	newfoundland_131.jpg	images/newfoundland_131.jpg
"Newfoundland, Newfoundland dog"	0.984	Tibetan mastiff	0.008	"Afghan hound, Afghan"	0.005	10113.56002	newfoundland_132.jpg	images/newfoundland_132.jpg
giant schnauzer	0.858	"Bouvier des Flandres, Bouviers des Flandres"	0.035	"Newfoundland, Newfoundland dog"	0.026	10116.89211	newfoundland_133.jpg	images/newfoundland_133.jpg
"Newfoundland, Newfoundland dog"	0.98	Tibetan mastiff	0.012	"chow, chow chow"	0.004	10120.18662	newfoundland_134.jpg	images/newfoundland_134.jpg
"Newfoundland, Newfoundland dog"	0.827	Sussex spaniel	0.055	"cocker spaniel, English cocker spaniel, cocker"	0.043	10123.51839	newfoundland_135.jpg	images/newfoundland_135.jpg
"Newfoundland, Newfoundland dog"	0.694	flat-coated retriever	0.259	Tibetan mastiff	0.02	10126.81816	newfoundland_136.jpg	images/newfoundland_136.jpg
flat-coated retriever	0.791	"cocker spaniel, English cocker spaniel, cocker"	0.119	Sussex spaniel	0.028	10130.16509	newfoundland_137.jpg	images/newfoundland_137.jpg
Sussex spaniel	0.251	flat-coated retriever	0.233	"English springer, English springer spaniel"	0.128	10133.69711	newfoundland_138.jpg	images/newfoundland_138.jpg
flat-coated retriever	0.941	curly-coated retriever	0.023	"cocker spaniel, English cocker spaniel, cocker"	0.015	10137.01098	newfoundland_139.jpg	images/newfoundland_139.jpg
Sussex spaniel	0.751	"cocker spaniel, English cocker spaniel, cocker"	0.134	flat-coated retriever	0.033	10140.37027	newfoundland_14.jpg	images/newfoundland_14.jpg
"Newfoundland, Newfoundland dog"	0.961	flat-coated retriever	0.017	Tibetan mastiff	0.017	10143.69635	newfoundland_140.jpg	images/newfoundland_140.jpg
"Newfoundland, Newfoundland dog"	0.917	Tibetan mastiff	0.077	"Bouvier des Flandres, Bouviers des Flandres"	0.003	10147.01022	newfoundland_141.jpg	images/newfoundland_141.jpg
"Newfoundland, Newfoundland dog"	0.618	Tibetan mastiff	0.306	"chow, chow chow"	0.042	10150.32601	newfoundland_142.jpg	images/newfoundland_142.jpg
"Newfoundland, Newfoundland dog"	0.955	Tibetan mastiff	0.041	Leonberg	0.002	10153.63225	newfoundland_143.jpg	images/newfoundland_143.jpg
"Newfoundland, Newfoundland dog"	0.831	Tibetan mastiff	0.067	flat-coated retriever	0.044	10156.94898	newfoundland_144.jpg	images/newfoundland_144.jpg
"Newfoundland, Newfoundland dog"	0.996	Tibetan mastiff	0.004	"chow, chow chow"	0	10160.27439	newfoundland_145.jpg	images/newfoundland_145.jpg
"Newfoundland, Newfoundland dog"	0.975	Tibetan mastiff	0.013	Leonberg	0.011	10163.60517	newfoundland_146.jpg	images/newfoundland_146.jpg
"Newfoundland, Newfoundland dog"	0.512	flat-coated retriever	0.454	groenendael	0.017	10166.91777	newfoundland_147.jpg	images/newfoundland_147.jpg
Tibetan mastiff	0.581	"Newfoundland, Newfoundland dog"	0.321	flat-coated retriever	0.086	10170.25682	newfoundland_148.jpg	images/newfoundland_148.jpg
Tibetan mastiff	0.707	"Newfoundland, Newfoundland dog"	0.198	flat-coated retriever	0.017	10173.58738	newfoundland_149.jpg	images/newfoundland_149.jpg
flat-coated retriever	0.51	"Newfoundland, Newfoundland dog"	0.415	groenendael	0.055	10176.87261	newfoundland_15.jpg	images/newfoundland_15.jpg
"Newfoundland, Newfoundland dog"	0.646	Tibetan mastiff	0.351	"Tibetan terrier, chrysanthemum dog"	0.001	10180.16859	newfoundland_150.jpg	images/newfoundland_150.jpg
"Newfoundland, Newfoundland dog"	0.998	Tibetan mastiff	0.002	"chow, chow chow"	0.00E+00	10183.50569	newfoundland_151.jpg	images/newfoundland_151.jpg
"Newfoundland, Newfoundland dog"	0.512	flat-coated retriever	0.454	groenendael	0.017	10186.98404	newfoundland_152.jpg	images/newfoundland_152.jpg
flat-coated retriever	0.791	"cocker spaniel, English cocker spaniel, cocker"	0.119	Sussex spaniel	0.028	10190.30684	newfoundland_153.jpg	images/newfoundland_153.jpg
Sussex spaniel	0.251	flat-coated retriever	0.233	"English springer, English springer spaniel"	0.128	10193.66457	newfoundland_154.jpg	images/newfoundland_154.jpg
flat-coated retriever	0.941	curly-coated retriever	0.023	"cocker spaniel, English cocker spaniel, cocker"	0.015	10197.1282	newfoundland_155.jpg	images/newfoundland_155.jpg
"Newfoundland, Newfoundland dog"	0.594	briard	0.163	giant schnauzer	0.146	10200.4306	newfoundland_156.jpg	images/newfoundland_156.jpg
"Newfoundland, Newfoundland dog"	0.791	flat-coated retriever	0.18	Labrador retriever	0.01	10203.9259	newfoundland_157.jpg	images/newfoundland_157.jpg
"Newfoundland, Newfoundland dog"	0.794	Tibetan mastiff	0.165	"chow, chow chow"	0.032	10207.28865	newfoundland_158.jpg	images/newfoundland_158.jpg
"Newfoundland, Newfoundland dog"	0.88	Tibetan mastiff	0.117	Leonberg	0.002	10210.58907	newfoundland_159.jpg	images/newfoundland_159.jpg
"Newfoundland, Newfoundland dog"	0.981	flat-coated retriever	0.011	"Bouvier des Flandres, Bouviers des Flandres"	0.002	10213.88689	newfoundland_16.jpg	images/newfoundland_16.jpg
Tibetan mastiff	0.488	"Newfoundland, Newfoundland dog"	0.432	flat-coated retriever	0.071	10217.18969	newfoundland_160.jpg	images/newfoundland_160.jpg
flat-coated retriever	0.844	"Newfoundland, Newfoundland dog"	0.09	Tibetan mastiff	0.046	10220.50491	newfoundland_161.jpg	images/newfoundland_161.jpg
"Newfoundland, Newfoundland dog"	0.995	flat-coated retriever	0.003	Tibetan mastiff	0.001	10223.82507	newfoundland_162.jpg	images/newfoundland_162.jpg
"Newfoundland, Newfoundland dog"	0.976	Tibetan mastiff	0.012	Sussex spaniel	0.006	10227.14125	newfoundland_163.jpg	images/newfoundland_163.jpg
miniature poodle	0.896	toy poodle	0.064	standard poodle	0.008	10230.47447	newfoundland_164.jpg	images/newfoundland_164.jpg
"Newfoundland, Newfoundland dog"	0.923	Sussex spaniel	0.041	Tibetan mastiff	0.023	10233.76477	newfoundland_165.jpg	images/newfoundland_165.jpg
"Newfoundland, Newfoundland dog"	0.714	Sussex spaniel	0.181	"cocker spaniel, English cocker spaniel, cocker"	0.009	10237.08591	newfoundland_166.jpg	images/newfoundland_166.jpg
"Irish setter, red setter"	0.862	Sussex spaniel	0.045	"Newfoundland, Newfoundland dog"	0.042	10240.42052	newfoundland_167.jpg	images/newfoundland_167.jpg
flat-coated retriever	0.95	"Newfoundland, Newfoundland dog"	0.019	curly-coated retriever	0.008	10243.71898	newfoundland_168.jpg	images/newfoundland_168.jpg
schipperke	0.28	Pomeranian	0.277	Tibetan mastiff	0.13	10247.00236	newfoundland_169.jpg	images/newfoundland_169.jpg
"Newfoundland, Newfoundland dog"	0.96	Leonberg	0.019	Tibetan mastiff	0.016	10250.3423	newfoundland_17.jpg	images/newfoundland_17.jpg
"Newfoundland, Newfoundland dog"	0.587	Tibetan mastiff	0.223	flat-coated retriever	0.11	10253.64655	newfoundland_170.jpg	images/newfoundland_170.jpg
flat-coated retriever	0.747	Labrador retriever	0.097	"Newfoundland, Newfoundland dog"	0.059	10256.92922	newfoundland_171.jpg	images/newfoundland_171.jpg
Tibetan mastiff	0.771	"Newfoundland, Newfoundland dog"	0.165	groenendael	0.021	10260.44463	newfoundland_172.jpg	images/newfoundland_172.jpg
"Newfoundland, Newfoundland dog"	0.727	Leonberg	0.088	Tibetan mastiff	0.059	10263.75347	newfoundland_173.jpg	images/newfoundland_173.jpg
Sussex spaniel	0.657	flat-coated retriever	0.283	"Irish setter, red setter"	0.032	10267.23444	newfoundland_174.jpg	images/newfoundland_174.jpg
"Newfoundland, Newfoundland dog"	0.967	Tibetan mastiff	0.016	groenendael	0.01	10270.70367	newfoundland_175.jpg	images/newfoundland_175.jpg
"Newfoundland, Newfoundland dog"	0.93	groenendael	0.032	flat-coated retriever	0.03	10274.18039	newfoundland_176.jpg	images/newfoundland_176.jpg
"Newfoundland, Newfoundland dog"	0.788	Sussex spaniel	0.079	Tibetan mastiff	0.051	10277.47813	newfoundland_177.jpg	images/newfoundland_177.jpg
"Newfoundland, Newfoundland dog"	0.666	Tibetan mastiff	0.234	"Tibetan terrier, chrysanthemum dog"	0.042	10280.75978	newfoundland_178.jpg	images/newfoundland_178.jpg
"Newfoundland, Newfoundland dog"	0.947	llama	0.025	Tibetan mastiff	0.011	10284.06079	newfoundland_179.jpg	images/newfoundland_179.jpg
"Newfoundland, Newfoundland dog"	0.764	Tibetan mastiff	0.222	Leonberg	0.013	10287.35975	newfoundland_18.jpg	images/newfoundland_18.jpg
"Newfoundland, Newfoundland dog"	0.984	Tibetan mastiff	0.014	Leonberg	0.001	10290.69523	newfoundland_180.jpg	images/newfoundland_180.jpg
"Newfoundland, Newfoundland dog"	0.434	flat-coated retriever	0.196	Tibetan mastiff	0.159	10293.97815	newfoundland_181.jpg	images/newfoundland_181.jpg
"Newfoundland, Newfoundland dog"	0.803	"Saint Bernard, St Bernard"	0.074	"cocker spaniel, English cocker spaniel, cocker"	0.065	10297.30473	newfoundland_182.jpg	images/newfoundland_182.jpg
"Newfoundland, Newfoundland dog"	0.981	Tibetan mastiff	0.015	"chow, chow chow"	0.002	10300.58563	newfoundland_183.jpg	images/newfoundland_183.jpg
"Newfoundland, Newfoundland dog"	0.816	Tibetan mastiff	0.173	flat-coated retriever	0.007	10303.90797	newfoundland_184.jpg	images/newfoundland_184.jpg
"Newfoundland, Newfoundland dog"	0.188	golden retriever	0.064	Sussex spaniel	0.055	10307.22984	newfoundland_185.jpg	images/newfoundland_185.jpg
"Newfoundland, Newfoundland dog"	0.946	"brown bear, bruin, Ursus arctos"	0.032	"chow, chow chow"	0.015	10310.5094	newfoundland_186.jpg	images/newfoundland_186.jpg
"Newfoundland, Newfoundland dog"	0.987	Tibetan mastiff	0.01	"chow, chow chow"	0.002	10313.82264	newfoundland_187.jpg	images/newfoundland_187.jpg
"Newfoundland, Newfoundland dog"	0.813	Tibetan mastiff	0.18	flat-coated retriever	0.002	10317.11147	newfoundland_188.jpg	images/newfoundland_188.jpg
"Newfoundland, Newfoundland dog"	0.974	Sussex spaniel	0.025	Tibetan mastiff	0	10320.41595	newfoundland_189.jpg	images/newfoundland_189.jpg
"Newfoundland, Newfoundland dog"	0.997	Tibetan mastiff	0.002	flat-coated retriever	0.001	10323.71803	newfoundland_19.jpg	images/newfoundland_19.jpg
"Newfoundland, Newfoundland dog"	0.947	Tibetan mastiff	0.053	Leonberg	0	10327.04515	newfoundland_190.jpg	images/newfoundland_190.jpg
"Newfoundland, Newfoundland dog"	0.871	Tibetan mastiff	0.105	Leonberg	0.022	10330.35234	newfoundland_191.jpg	images/newfoundland_191.jpg
Tibetan mastiff	0.737	"Newfoundland, Newfoundland dog"	0.195	Leonberg	0.032	10333.6322	newfoundland_192.jpg	images/newfoundland_192.jpg
Tibetan mastiff	0.497	"Newfoundland, Newfoundland dog"	0.451	flat-coated retriever	0.021	10336.94472	newfoundland_193.jpg	images/newfoundland_193.jpg
"Newfoundland, Newfoundland dog"	0.876	Tibetan mastiff	0.083	flat-coated retriever	0.019	10340.2356	newfoundland_194.jpg	images/newfoundland_194.jpg
"Newfoundland, Newfoundland dog"	0.996	Tibetan mastiff	0.003	flat-coated retriever	0	10343.53878	newfoundland_195.jpg	images/newfoundland_195.jpg
"Newfoundland, Newfoundland dog"	0.803	flat-coated retriever	0.128	Tibetan mastiff	0.039	10347.04046	newfoundland_196.jpg	images/newfoundland_196.jpg
fur coat	0.189	"porcupine, hedgehog"	0.185	"swab, swob, mop"	0.158	10350.32468	newfoundland_197.jpg	images/newfoundland_197.jpg
"Newfoundland, Newfoundland dog"	0.997	"chow, chow chow"	0.001	"brown bear, bruin, Ursus arctos"	0.001	10353.60584	newfoundland_198.jpg	images/newfoundland_198.jpg
"Newfoundland, Newfoundland dog"	0.844	Tibetan mastiff	0.124	flat-coated retriever	0.015	10356.91541	newfoundland_199.jpg	images/newfoundland_199.jpg
Tibetan mastiff	0.705	"Newfoundland, Newfoundland dog"	0.202	flat-coated retriever	0.017	10360.19479	newfoundland_2.jpg	images/newfoundland_2.jpg
